epoch,layer,batch_loss,ortho_reg_mean,ortho_reg_var,intra_head_non_ortho_mean,intra_head_non_ortho_var,head_output_disagreement_mean,head_output_disagreement_var,attended_pos_disagreement_mean,attended_pos_disagreement_var,dropout,num_heads
8,1,5.610363006591797,59315250.0,4.0,755261.4375,0.0,0.0405146144330501,0.0,8.817281195661053e-05,1.6610293851915184e-10,0.0,2
8,2,5.610363006591797,62652592.0,0.0,1664423.25,0.0,0.0254036448895931,0.0,7.210690091596916e-05,3.139927945827178e-13,0.0,2
8,3,5.610363006591797,45799640.0,0.0,5486933.5,0.0,0.0090049747377634,0.0,6.38802521280013e-05,4.878909776184771e-15,0.0,2
8,4,5.610363006591797,46383324.0,0.0,7789720.0,0.0,-0.0056244730949401,0.0,6.398922050721012e-05,1.6306707723625366e-19,0.0,2
8,5,5.610363006591797,51619136.0,0.0,8939722.0,0.0,0.1373538970947265,0.0,6.398701225407422e-05,1.905824131322176e-21,0.0,2
9,0,5.386887550354004,1246183616.0,4096.0,413524736.0,0.0,-0.0263077374547719,0.0,0.0025340211577713,2.23475878476315e-09,0.0,2
9,1,5.386887550354004,67365440.0,0.0,821587.5625,0.0,0.0499201379716396,0.0,9.014351235236973e-05,2.0566636127122654e-10,0.0,2
9,2,5.386887550354004,68978360.0,0.0,1861840.875,0.0,0.0350283347070217,0.0,7.309236389119178e-05,3.611764159319443e-13,0.0,2
9,3,5.386887550354004,49196456.0,0.0,6201652.5,0.0,0.0092974547296762,0.0,6.388915426214226e-05,4.038837864805014e-15,0.0,2
9,4,5.386887550354004,50839714.0,4.0,8807435.0,0.0,-0.0051041673868894,0.0,6.398875484592281e-05,1.9377202157422205e-19,0.0,2
9,5,5.386887550354004,56240312.0,0.0,10135565.0,0.0,0.1470880806446075,0.0,6.398701589205302e-05,1.072026073868724e-21,0.0,2
10,0,5.353570938110352,1331364544.0,4096.0,429151040.0,0.0,-0.0317836590111255,0.0,0.0025776453549042,3.640695690355759e-09,0.0,2
10,1,5.353570938110352,75246416.0,0.0,865649.125,0.0,0.0588312484323978,0.0,9.451570804230867e-05,3.1480311417695747e-10,0.0,2
10,2,5.353570938110352,75447620.0,16.0,2025402.625,0.0,0.0420522652566432,0.0,7.393093255814165e-05,4.006811008556429e-13,0.0,2
10,3,5.353570938110352,52462846.0,4.0,6877850.5,0.0,0.0094964150339365,0.0,6.388891415554099e-05,4.0083770777140905e-15,0.0,2
10,4,5.353570938110352,55213974.0,4.0,9776088.0,0.0,-0.0046062772162258,0.0,6.398842742783017e-05,2.631228441306679e-19,0.0,2
10,5,5.353570938110352,60692694.0,4.0,11280199.5,0.25,0.1542220264673233,0.0,6.398701953003183e-05,8.470329472543003e-22,0.0,2
11,0,5.4180450439453125,1433596416.0,0.0,424867456.0,0.0,-0.0311452373862266,0.0,0.0026464154943823,4.611760856065936e-09,0.0,2
11,1,5.4180450439453125,82792948.0,16.0,900284.53125,0.0009765625,0.0677095800638198,0.0,9.78863645286765e-05,3.9754666227582667e-10,0.0,2
11,2,5.4180450439453125,81983372.0,16.0,2154258.625,0.015625,0.0476267822086811,0.0,7.491307042073458e-05,5.730678616466673e-13,0.0,2
11,3,5.4180450439453125,55634274.0,4.0,7509724.5,0.0,0.009653840214014,0.0,6.387659959727898e-05,5.472250479445336e-15,0.0,2
11,4,5.4180450439453125,59397344.0,0.0,10692949.0,0.0,-0.0041431002318859,0.0,6.398851837730035e-05,2.5204524136735774e-19,0.0,2
11,5,5.4180450439453125,64911120.0,0.0,12374265.0,0.0,0.1591153591871261,0.0,6.398701953003183e-05,1.3234889800848445e-21,0.0,2
12,0,5.20166015625,1473953792.0,0.0,603746496.0,0.0,-0.0288774035871028,0.0,0.0024750637821853,5.192866969977797e-09,0.0,2
12,1,5.20166015625,89417680.0,0.0,992481.71875,0.0009765625,0.067891389131546,0.0,9.878921264316888e-05,4.3189475048596086e-10,0.0,2
12,2,5.20166015625,86102280.0,0.0,2390054.0,0.0,0.0552084483206272,0.0,7.573721450171433e-05,4.1629137005645773e-13,0.0,2
12,3,5.20166015625,58284170.0,4.0,8144273.25,0.0625,0.0095838233828544,0.0,6.388514884747565e-05,4.455513792994367e-15,0.0,2
12,4,5.20166015625,63332936.0,0.0,11557455.0,0.0,-0.0037262577097862,0.0,6.398817276931368e-05,2.782635580628385e-19,0.0,2
12,5,5.20166015625,69111040.0,0.0,13414888.0,0.0,0.1626515239477157,0.0,6.398702680598944e-05,4.764560328305439e-22,0.0,2
13,0,5.384746074676514,1501937024.0,0.0,531402752.0,0.0,-0.0250605791807174,0.0,0.0025876611471176,5.259926177123356e-09,0.0,2
13,1,5.384746074676514,96458904.0,0.0,1006263.0625,0.0,0.0749133825302124,0.0,0.000104745333374,6.62282560037512e-10,0.0,2
13,2,5.384746074676514,92501292.0,16.0,2490459.5,0.0,0.0593131445348262,0.0,7.659944822080433e-05,4.623753772437303e-13,0.0,2
13,3,5.384746074676514,61126182.0,4.0,8704343.0,0.0,0.0096539100632071,0.0,6.389123882399872e-05,3.930904625326685e-15,0.0,2
13,4,5.384746074676514,67021330.0,4.0,12368681.0,0.0,-0.0033530702348798,0.0,6.398804544005543e-05,2.5940384009662953e-19,0.0,2
13,5,5.384746074676514,73188288.0,0.0,14399647.0,0.0,0.1653980910778045,0.0,6.398702680598944e-05,4.764560328305439e-22,0.0,2
14,0,5.507000923156738,1583425216.0,4096.0,491618752.0,0.0,-0.0283234100788831,0.0,0.0026903471443802,2.6317897999783572e-09,0.0,2
14,1,5.507000923156738,102988056.0,0.0,1029120.375,0.0,0.079655222594738,0.0,0.0001150345342466,1.0720394146791475e-09,0.0,2
14,2,5.507000923156738,98248944.0,0.0,2626548.875,0.015625,0.0642502605915069,0.0,8.13943988760002e-05,7.79565703679339e-13,0.0,2
14,3,5.507000923156738,63664852.0,0.0,9255974.0,0.0,0.0095936581492424,0.0,6.383701474987902e-05,9.503699199395416e-15,0.0,2
14,4,5.507000923156738,70451364.0,16.0,13128587.0,0.0,-0.003025417914614,0.0,6.398840559995733e-05,6.819806365479194e-19,0.0,2
14,5,5.507000923156738,77098892.0,16.0,15325608.5,0.25,0.167839303612709,0.0,6.398702316801064e-05,1.072026073868724e-21,0.0,2
15,0,4.967808723449707,1718108544.0,0.0,787531104.0,1024.0,-0.0238264221698045,0.0,0.0023972286144271,7.108129273779317e-09,0.0,2
15,1,4.967808723449707,107851540.0,16.0,1145488.875,0.0,0.077334463596344,0.0,0.0001132705219788,1.014351742859688e-09,0.0,2
15,2,4.967808723449707,100319216.0,0.0,2886065.75,0.0,0.0701662749052047,0.0,7.887685569585301e-05,6.474879226663576e-13,0.0,2
15,3,4.967808723449707,65693894.0,4.0,9785119.0,0.0,0.009504304267466,0.0,6.388107794919051e-05,4.6395002679220864e-15,0.0,2
15,4,4.967808723449707,73635116.0,16.0,13838515.0,0.0,-0.0027335355989634,0.0,6.398794721462764e-05,3.691078416558622e-19,0.0,2
15,5,4.967808723449707,80857864.0,0.0,16192119.0,0.0,0.1702900975942611,0.0,6.398702680598944e-05,4.764560328305439e-22,0.0,2
16,0,5.199087619781494,1711973824.0,4096.0,709554048.0,0.0,-0.0241020657122135,0.0,0.002551554585807,5.28801141873455e-09,0.0,2
16,1,5.199087619781494,113764848.0,0.0,1146101.625,0.0,0.0818976685404777,0.0,0.0001129346237576,1.048638835843558e-09,0.0,2
16,2,5.199087619781494,105758992.0,0.0,2940425.25,0.0,0.0721039175987243,0.0,7.831990296836011e-05,6.259490844866085e-13,0.0,2
16,3,5.199087619781494,68069696.0,0.0,10235529.0,0.0,0.0095376642420887,0.0,6.388775364030153e-05,4.1716970339897706e-15,0.0,2
16,4,5.199087619781494,76609000.0,0.0,14499807.0,0.0,-0.0024734120815992,0.0,6.398785626515746e-05,3.3881317890172014e-19,0.0,2
16,5,5.199087619781494,84384732.0,16.0,17001068.0,0.0,0.1725396066904068,0.0,6.398702680598944e-05,4.764560328305439e-22,0.0,2
17,0,5.393013000488281,1751970560.0,0.0,622356512.0,1024.0,-0.0266479458659887,0.0,0.0026500534731894,5.4696414199619835e-09,0.0,2
17,1,5.393013000488281,119292472.0,0.0,1144489.625,0.0,0.0857637226581573,0.0,0.0001201292798214,1.3620880041547206e-09,0.0,2
17,2,5.393013000488281,110998692.0,16.0,3004537.875,0.015625,0.07464549690485,0.0,7.98183427832555e-05,6.532735417196669e-13,0.0,2
17,3,5.393013000488281,70223164.0,16.0,10666381.0,0.0,0.0095226010307669,0.0,6.38786586932838e-05,4.861645603593392e-15,0.0,2
17,4,5.393013000488281,79401508.0,16.0,15115384.5,0.25,-0.0022403816692531,0.0,6.39878235233482e-05,4.3358822476559583e-19,0.0,2
17,5,5.393013000488281,87660732.0,16.0,17754185.0,1.0,0.1746267080307006,0.0,6.398703044396825e-05,3.3087224502121107e-22,0.0,2
18,0,5.263988494873047,1793391360.0,0.0,708971072.0,0.0,-0.0245112087577581,0.0,0.0026015089824795,5.950336157448891e-09,0.0,2
18,1,5.263988494873047,123713600.0,0.0,1197821.25,0.0,0.0864529758691787,0.0,0.0001254337512364,1.6959604308815223e-09,0.0,2
18,2,5.263988494873047,114132976.0,0.0,3163404.75,0.0,0.0780673548579216,0.0,8.244516357081011e-05,7.593594656425116e-13,0.0,2
18,3,5.263988494873047,71985184.0,0.0,11094007.0,0.0,0.0094386609271168,0.0,6.386786481016316e-05,5.576623110050762e-15,0.0,2
18,4,5.263988494873047,81986792.0,0.0,15687673.0,0.0,-0.0020260701421648,0.0,6.3987827161327e-05,5.188606197524624e-19,0.0,2
18,5,5.263988494873047,90661664.0,0.0,18453816.0,0.0,0.1765708774328231,0.0,6.398702316801064e-05,3.3087224502121107e-22,0.0,2
19,0,5.277307033538818,1782891840.0,4096.0,750705280.0,0.0,-0.021806726232171,0.0,0.0026247401256114,4.54455556541701e-09,0.0,2
19,1,5.277307033538818,128219632.0,0.0,1236249.625,0.0,0.0874475538730621,0.0,0.0001226989697897,1.521541929122518e-09,0.0,2
19,2,5.277307033538818,117580768.0,0.0,3285313.0,0.0,0.0807694494724273,0.0,8.0758189142216e-05,6.627463470599075e-13,0.0,2
19,3,5.277307033538818,73673516.0,16.0,11475549.0,0.0,0.0093968734145164,0.0,6.388801921275444e-05,3.877712716479459e-15,0.0,2
19,4,5.277307033538818,84385424.0,0.0,16218373.0,0.0,-0.0018294502515345,0.0,6.398766345228069e-05,3.4306157852779253e-19,0.0,2
19,5,5.277307033538818,93450368.0,0.0,19103474.0,0.0,0.1782903373241424,0.0,6.398703044396825e-05,1.19114008207636e-22,0.0,2
20,0,5.418529510498047,1777289408.0,4096.0,673860640.0,1024.0,-0.0237816013395786,0.0,0.0026628131745383,4.098938828994377e-09,0.0,2
20,1,5.418529510498047,132571296.0,0.0,1230011.375,0.0,0.0903147011995315,0.0,0.0001247157488251,1.7244739501141747e-09,0.0,2
20,2,5.418529510498047,121785428.0,16.0,3314299.75,0.0,0.0819380730390548,0.0,7.774679033900611e-05,6.647914613257174e-13,0.0,2
20,3,5.418529510498047,75409640.0,0.0,11804042.0,0.0,0.009404675103724,0.0,6.390497219399549e-05,2.8533163640260284e-15,0.0,2
20,4,5.418529510498047,86640684.0,16.0,16709708.5,0.25,-0.0016463135834783,0.0,6.398757614078932e-05,2.484056466721244e-19,0.0,2
20,5,5.418529510498047,95995004.0,16.0,19705882.0,0.0,0.1797691732645034,0.0,6.398703408194706e-05,2.1175823681357513e-22,0.0,2
21,0,5.270595073699951,1911550720.0,0.0,717476736.0,0.0,-0.0202425010502338,0.0,0.0026279368903487,3.3113227058349103e-09,0.0,2
21,1,5.270595073699951,136128288.0,0.0,1261084.125,0.0,0.0909375846385955,0.0,0.0001313491302425,2.0436387925859854e-09,0.0,2
21,2,5.270595073699951,124595296.0,0.0,3417530.25,0.0,0.0840512067079544,0.0,8.561927825212479e-05,9.159036127203922e-13,0.0,2
21,3,5.270595073699951,76847440.0,0.0,12143918.0,0.0,0.0093361167237162,0.0,6.38531164440792e-05,7.258669501158706e-15,0.0,2
21,4,5.270595073699951,88769328.0,0.0,17164472.0,0.0,-0.0014830145519226,0.0,6.398787081707269e-05,7.623296525288703e-19,0.0,2
21,5,5.270595073699951,98360576.0,0.0,20264034.0,0.0,0.1810253113508224,0.0,6.398702316801064e-05,6.485096002415737e-22,0.0,2
22,0,5.643294334411621,1858896128.0,0.0,546491392.0,0.0,-0.0230362936854362,0.0,0.0027928542112931,1.48223671727623e-09,0.0,2
22,1,5.643294334411621,140164160.0,0.0,1231335.125,0.0,0.093933068215847,0.0,0.0001298434617638,1.9309454081508376e-09,0.0,2
22,2,5.643294334411621,129035380.0,16.0,3403327.625,0.015625,0.0846847891807556,0.0,8.233900734921917e-05,8.840430261806174e-13,0.0,2
22,3,5.643294334411621,78390304.0,0.0,12422285.0,0.0,0.0093413414433598,0.0,6.388942711055279e-05,3.6487640386455856e-15,0.0,2
22,4,5.643294334411621,90758520.0,0.0,17583748.0,0.0,-0.0013396583963185,0.0,6.398757250281051e-05,3.735415297391465e-19,0.0,2
22,5,5.643294334411621,100619164.0,16.0,20780480.0,0.0,0.1820646375417709,0.0,6.398703408194706e-05,2.1175823681357513e-22,0.0,2
23,0,5.461995601654053,1953900800.0,0.0,649291392.0,0.0,-0.0210654623806476,0.0,0.0027468113694339,2.569950753074368e-09,0.0,2
23,1,5.461995601654053,143072680.0,64.0,1274511.875,0.0,0.0937417075037956,0.0,0.0001351576502202,2.2793079313918887e-09,0.0,2
23,2,5.461995601654053,130858240.0,0.0,3521796.5,0.0,0.0866282358765602,0.0,8.163768507074565e-05,8.152989532295641e-13,0.0,2
23,3,5.461995601654053,79544320.0,0.0,12708342.0,0.0,0.0092927031219005,0.0,6.388718611560762e-05,4.017134273423068e-15,0.0,2
23,4,5.461995601654053,92605428.0,16.0,17970854.0,0.0,-0.0012119092280045,0.0,6.398760524461977e-05,3.96107016849593e-19,0.0,2
23,5,5.461995601654053,102734656.0,0.0,21257574.0,0.0,0.1828918904066085,0.0,6.398703044396825e-05,3.3087224502121107e-22,0.0,2
24,0,5.507789611816406,1932474816.0,4096.0,618087104.0,0.0,-0.0226407870650291,0.0,0.0027768010040745,3.5138655121600077e-09,0.0,2
24,1,5.507789611816406,146245248.0,0.0,1283734.25,0.0,0.0950139388442039,0.0,0.0001336169552814,2.433223447908912e-09,0.0,2
24,2,5.507789611816406,133622720.0,0.0,3576683.75,0.0,0.0879510045051574,0.0,8.18425469333306e-05,9.060978214570549e-13,0.0,2
24,3,5.507789611816406,80710608.0,0.0,12961426.0,0.0,0.0092649376019835,0.0,6.388872134266421e-05,3.912678593884141e-15,0.0,2
24,4,5.507789611816406,94310424.0,0.0,18327490.0,0.0,-0.001096457010135,0.0,6.398760524461977e-05,4.053185001509836e-19,0.0,2
24,5,5.507789611816406,104705296.0,0.0,21697578.0,0.0,0.1835157722234726,0.0,6.398703044396825e-05,3.3087224502121107e-22,0.0,2
25,0,5.411100387573242,2011403968.0,4096.0,670767232.0,0.0,-0.0237222947180271,0.0,0.0027255204040557,3.409442662276416e-09,0.0,2
25,1,5.411100387573242,148791712.0,0.0,1310055.1875,0.00390625,0.0954398140311241,0.0,0.0001372355727653,2.542135654404576e-09,0.0,2
25,2,5.411100387573242,135474560.0,0.0,3653126.5,0.0,0.089188203215599,0.0,8.356450780411251e-05,9.065342071801825e-13,0.0,2
25,3,5.411100387573242,81751312.0,0.0,13200183.0,0.0,0.0092313438653945,0.0,6.387936082319357e-05,4.652394650478139e-15,0.0,2
25,4,5.411100387573242,95876720.0,0.0,18655874.0,0.0,-0.000993751687929,0.0,6.398766345228069e-05,5.347027828440779e-19,0.0,2
25,5,5.411100387573242,106534896.0,0.0,22102810.0,0.0,0.1839597672224044,0.0,6.398702680598944e-05,4.764560328305439e-22,0.0,2
26,0,5.477557182312012,2030865472.0,4096.0,612695360.0,0.0,-0.0212347283959388,0.0,0.0028028324013575,2.213095405190408e-09,0.0,2
26,1,5.477557182312012,151550040.0,64.0,1312884.125,0.0,0.0962436348199844,0.0,0.0001383165035804,2.570392288306783e-09,0.0,2
26,2,5.477557182312012,138009704.0,64.0,3696267.0,0.0,0.0903058797121048,0.0,8.427310604020022e-05,1.1261034765838382e-12,0.0,2
26,3,5.477557182312012,82756244.0,16.0,13421072.0,0.0,0.0091983024030923,0.0,6.389028931153007e-05,3.530630378430169e-15,0.0,2
26,4,5.477557182312012,97317280.0,0.0,18957946.0,0.0,-0.0009024065802805,0.0,6.398753976100124e-05,3.780016876020324e-19,0.0,2
26,5,5.477557182312012,108227272.0,0.0,22475570.0,0.0,0.1843712776899337,0.0,6.398703044396825e-05,1.19114008207636e-22,0.0,2
27,0,5.393001079559326,2036065536.0,0.0,716321856.0,0.0,-0.0166511069983243,0.0,0.0027459813281893,2.789038169739941e-09,0.0,2
27,1,5.393001079559326,153657656.0,64.0,1349575.9375,0.00390625,0.0958971083164215,0.0,0.0001382229202135,2.7452501553333846e-09,0.0,2
27,2,5.393001079559326,139191528.0,64.0,3795669.75,0.0,0.0916779935359954,0.0,8.153156886692159e-05,9.531879692927154e-13,0.0,2
27,3,5.393001079559326,83571076.0,16.0,13623444.0,0.0,0.0091691138222813,0.0,6.390547059709206e-05,2.526300329141421e-15,0.0,2
27,4,5.393001079559326,98655360.0,0.0,19235678.0,0.0,-0.0008187594357877,0.0,6.398747063940391e-05,2.9778502051909e-19,0.0,2
27,5,5.393001079559326,109769868.0,16.0,22818128.0,0.0,0.1847107857465744,0.0,6.398703408194706e-05,2.1175823681357513e-22,0.0,2
28,0,5.298518657684326,2035727104.0,0.0,824114176.0,0.0,-0.0207395534962415,0.0,0.0026846338296309,2.9874505785978467e-09,0.0,2
28,1,5.298518657684326,155411592.0,64.0,1383484.25,0.0,0.095692940056324,0.0,0.0001418723077222,2.934036070160192e-09,0.0,2
28,2,5.298518657684326,140238688.0,0.0,3884340.875,0.015625,0.0928103327751159,0.0,8.317373431054875e-05,1.1623163066464432e-12,0.0,2
28,3,5.298518657684326,84326736.0,0.0,13821348.0,0.0,0.0091254375874996,0.0,6.38995916233398e-05,2.884102769110721e-15,0.0,2
28,4,5.298518657684326,99887412.0,16.0,19490972.0,0.0,-0.0007428067037835,0.0,6.398747427738272e-05,3.2622679870111327e-19,0.0,2
28,5,5.298518657684326,111171912.0,0.0,23132763.0,1.0,0.1850160509347915,0.0,6.398703044396825e-05,1.19114008207636e-22,0.0,2
29,0,5.212059497833252,2042521152.0,4096.0,913427648.0,0.0,-0.0211938899010419,0.0,0.0026555034564808,3.6623344591490484e-09,0.0,2
29,1,5.212059497833252,157350176.0,0.0,1427620.1875,0.00390625,0.0952824801206588,0.0,0.0001409886608598,2.7490770787734636e-09,0.0,2
29,2,5.212059497833252,141309712.0,0.0,3990489.0,0.0,0.0942648723721504,0.0,8.575263927923515e-05,1.2458316243755197e-12,0.0,2
29,3,5.212059497833252,84979152.0,0.0,14006251.0,0.0,0.0090816961601376,0.0,6.389329428202473e-05,3.1661573951825635e-15,0.0,2
29,4,5.212059497833252,101017904.0,0.0,19725420.0,0.0,-0.0006722725229337,0.0,6.398749610525556e-05,3.870014126666093e-19,0.0,2
29,5,5.212059497833252,112435908.0,16.0,23421564.0,0.0,0.1852409690618515,0.0,6.398703408194706e-05,5.293955920339377e-23,0.0,2
30,0,5.234705448150635,2075289728.0,0.0,842355520.0,0.0,-0.015799131244421,0.0,0.0026708092773333,3.925629304060035e-09,0.0,2
30,1,5.234705448150635,159205640.0,64.0,1405031.875,0.0,0.0963968783617019,0.0,0.0001401185254508,2.949020485222468e-09,0.0,2
30,2,5.234705448150635,143272960.0,0.0,3963246.375,0.015625,0.0941433385014534,0.0,8.153097951435484e-05,9.433536487950445e-13,0.0,2
30,3,5.234705448150635,85788060.0,16.0,14142733.0,0.0,0.009086687117815,0.0,6.3911185861798e-05,2.099503839540037e-15,0.0,2
30,4,5.234705448150635,102064624.0,0.0,19940084.0,0.0,-0.0006068994407542,0.0,6.398739424184896e-05,2.1346553759788453e-19,0.0,2
30,5,5.234705448150635,113586980.0,16.0,23686610.0,0.0,0.1854158341884613,0.0,6.398703771992587e-05,1.3234889800848446e-23,0.0,2
31,0,5.330730438232422,2078481856.0,4096.0,828630784.0,0.0,-0.0215481836348772,0.0,0.0027041551657021,4.554260799266661e-09,0.0,2
